id_visitor,dim_device_app_combo
31e77a58-041f-45ac-a5d8-cf2fad2ba79a,Android Phone - Android
31e77a58-041f-45ac-a5d8-cf2fad2ba79a,Android Phone - Web
31e77a58-041f-45ac-a5d8-cf2fad2ba79a,Android Phone - Android
31e77a58-041f-45ac-a5d8-cf2fad2ba79a,Android Phone - Android
31e77a58-041f-45ac-a5d8-cf2fad2ba79a,Android Phone - Android
31e77a58-041f-45ac-a5d8-cf2fad2ba79a,Android Phone - Android
31e77a58-041f-45ac-a5d8-cf2fad2ba79a,Android Phone - Android
31e77a58-041f-45ac-a5d8-cf2fad2ba79a,Android Phone - Android
31e77a58-041f-45ac-a5d8-cf2fad2ba79a,Desktop - Chrome
31e77a58-041f-45ac-a5d8-cf2fad2ba79a,Desktop - Chrome
31e77a58-041f-45ac-a5d8-cf2fad2ba79a,Desktop - Chrome
31e77a58-041f-45ac-a5d8-cf2fad2ba79a,Android Phone - Android
31e77a58-041f-45ac-a5d8-cf2fad2ba79a,Android Phone - Web
31e77a58-041f-45ac-a5d8-cf2fad2ba79a,Android Phone - Android
31e77a58-041f-45ac-a5d8-cf2fad2ba79a,Android Phone - Web
31e77a58-041f-45ac-a5d8-cf2fad2ba79a,Android Phone - Web
31e77a58-041f-45ac-a5d8-cf2fad2ba79a,Desktop - Chrome
31e77a58-041f-45ac-a5d8-cf2fad2ba79a,Desktop - Chrome
31e77a58-041f-45ac-a5d8-cf2fad2ba79a,Desktop - Chrome
f3be468b-184e-4251-8e11-4f0fbb71d333,Android Phone - Web
f3be468b-184e-4251-8e11-4f0fbb71d333,Desktop - Chrome
f3be468b-184e-4251-8e11-4f0fbb71d333,Desktop - Chrome
f3be468b-184e-4251-8e11-4f0fbb71d333,Desktop - Chrome
f3be468b-184e-4251-8e11-4f0fbb71d333,Desktop - Chrome
f3be468b-184e-4251-8e11-4f0fbb71d333,Desktop - Chrome
f3be468b-184e-4251-8e11-4f0fbb71d333,Desktop - Chrome
f3be468b-184e-4251-8e11-4f0fbb71d333,Android Phone - Android
f3be468b-184e-4251-8e11-4f0fbb71d333,Desktop - Chrome
5cee382a-8f95-44ac-8ff3-2744ecc02df6,Desktop - Firefox
5cee382a-8f95-44ac-8ff3-2744ecc02df6,Desktop - Firefox
5cee382a-8f95-44ac-8ff3-2744ecc02df6,Desktop - Firefox
5cee382a-8f95-44ac-8ff3-2744ecc02df6,Desktop - Firefox
711654b1-c1d8-4b5e-a7a8-dd125faafa90,Desktop - Safari
711654b1-c1d8-4b5e-a7a8-dd125faafa90,Desktop - Safari
711654b1-c1d8-4b5e-a7a8-dd125faafa90,Desktop - Safari
711654b1-c1d8-4b5e-a7a8-dd125faafa90,Desktop - Safari
711654b1-c1d8-4b5e-a7a8-dd125faafa90,Desktop - Safari
3e722d62-71a1-44f2-bc93-abb6b50dddd7,Android Phone - Android
3e722d62-71a1-44f2-bc93-abb6b50dddd7,Android Phone - Android
3e722d62-71a1-44f2-bc93-abb6b50dddd7,Android Phone - Android
3e722d62-71a1-44f2-bc93-abb6b50dddd7,Android Phone - Android
3e722d62-71a1-44f2-bc93-abb6b50dddd7,Android Phone - Android
3e722d62-71a1-44f2-bc93-abb6b50dddd7,Android Phone - Android
3e722d62-71a1-44f2-bc93-abb6b50dddd7,Android Phone - Android
3e722d62-71a1-44f2-bc93-abb6b50dddd7,Android Phone - Android
3e722d62-71a1-44f2-bc93-abb6b50dddd7,Android Phone - Android
3e722d62-71a1-44f2-bc93-abb6b50dddd7,Android Phone - Android
3e722d62-71a1-44f2-bc93-abb6b50dddd7,Android Phone - Android
3e722d62-71a1-44f2-bc93-abb6b50dddd7,Android Phone - Android
3e722d62-71a1-44f2-bc93-abb6b50dddd7,Android Phone - Android
3e722d62-71a1-44f2-bc93-abb6b50dddd7,Android Phone - Android
3e722d62-71a1-44f2-bc93-abb6b50dddd7,Android Phone - Android
3e722d62-71a1-44f2-bc93-abb6b50dddd7,Android Phone - Android
3e722d62-71a1-44f2-bc93-abb6b50dddd7,Android Phone - Android
3e722d62-71a1-44f2-bc93-abb6b50dddd7,Android Phone - Android
3e722d62-71a1-44f2-bc93-abb6b50dddd7,Android Phone - Android
3e722d62-71a1-44f2-bc93-abb6b50dddd7,Android Phone - Web
3e722d62-71a1-44f2-bc93-abb6b50dddd7,Android Phone - Android
3e722d62-71a1-44f2-bc93-abb6b50dddd7,Android Phone - Android
3e722d62-71a1-44f2-bc93-abb6b50dddd7,Android Phone - Android
3e722d62-71a1-44f2-bc93-abb6b50dddd7,Android Phone - Android
3e722d62-71a1-44f2-bc93-abb6b50dddd7,Android Phone - Android
3e722d62-71a1-44f2-bc93-abb6b50dddd7,Android Phone - Android
3e722d62-71a1-44f2-bc93-abb6b50dddd7,Android Phone - Android
3e722d62-71a1-44f2-bc93-abb6b50dddd7,Android Phone - Android
3e722d62-71a1-44f2-bc93-abb6b50dddd7,Android Phone - Android
3e722d62-71a1-44f2-bc93-abb6b50dddd7,Android Phone - Android
3e722d62-71a1-44f2-bc93-abb6b50dddd7,Android Phone - Android
3e722d62-71a1-44f2-bc93-abb6b50dddd7,Android Phone - Android
3e722d62-71a1-44f2-bc93-abb6b50dddd7,Android Phone - Android
3e722d62-71a1-44f2-bc93-abb6b50dddd7,Android Phone - Android
3e722d62-71a1-44f2-bc93-abb6b50dddd7,Android Phone - Android
3e722d62-71a1-44f2-bc93-abb6b50dddd7,Android Phone - Android
3e722d62-71a1-44f2-bc93-abb6b50dddd7,Android Phone - Android
3e722d62-71a1-44f2-bc93-abb6b50dddd7,Android Phone - Android
3e722d62-71a1-44f2-bc93-abb6b50dddd7,Android Phone - Android
3e722d62-71a1-44f2-bc93-abb6b50dddd7,Android Phone - Android
3e722d62-71a1-44f2-bc93-abb6b50dddd7,Desktop - Chrome
3e722d62-71a1-44f2-bc93-abb6b50dddd7,Android Phone - Moweb
3e722d62-71a1-44f2-bc93-abb6b50dddd7,Android Phone - Android
3e722d62-71a1-44f2-bc93-abb6b50dddd7,Android Phone - Android
3e722d62-71a1-44f2-bc93-abb6b50dddd7,Android Phone - Android
3e722d62-71a1-44f2-bc93-abb6b50dddd7,Android Phone - Android
3e722d62-71a1-44f2-bc93-abb6b50dddd7,Android Phone - Android
3e722d62-71a1-44f2-bc93-abb6b50dddd7,Android Phone - Android
3e722d62-71a1-44f2-bc93-abb6b50dddd7,Android Phone - Android
3e722d62-71a1-44f2-bc93-abb6b50dddd7,Android Phone - Android
3e722d62-71a1-44f2-bc93-abb6b50dddd7,Android Phone - Android
3e722d62-71a1-44f2-bc93-abb6b50dddd7,Android Phone - Android
3e722d62-71a1-44f2-bc93-abb6b50dddd7,Android Phone - Android
3e722d62-71a1-44f2-bc93-abb6b50dddd7,Android Phone - Android
3e722d62-71a1-44f2-bc93-abb6b50dddd7,Android Phone - Android
3e722d62-71a1-44f2-bc93-abb6b50dddd7,Android Phone - Android
3e722d62-71a1-44f2-bc93-abb6b50dddd7,Android Phone - Android
3e722d62-71a1-44f2-bc93-abb6b50dddd7,Android Phone - Android
3e722d62-71a1-44f2-bc93-abb6b50dddd7,Android Phone - Android
3e722d62-71a1-44f2-bc93-abb6b50dddd7,Android Phone - Android
3e722d62-71a1-44f2-bc93-abb6b50dddd7,Android Phone - Android
3e722d62-71a1-44f2-bc93-abb6b50dddd7,Android Phone - Android
3e722d62-71a1-44f2-bc93-abb6b50dddd7,Android Phone - Android
